surname,nationality,split,nationality_index
Vicary,English,test,0
Delamarre,English,test,0
Foran,English,test,0
Bartlett,English,test,0
Perry,English,test,0
Ingledew,English,test,0
Alexandar,English,test,0
Rutherford,English,test,0
Hitchcock,English,test,0
Durant,English,test,0
Goodridge,English,test,0
Adler,English,test,0
Churchill,English,test,0
Daniels,English,test,0
Ulyatt,English,test,0
Pennington,English,test,0
Darcy,English,test,0
Ottley,English,test,0
Wakeford,English,test,0
Grange,English,test,0
Mccourt,English,test,0
Aspin,English,test,0
Weston,English,test,0
Jubb,English,test,0
Finbow,English,test,0
Cannon,English,test,0
Potts,English,test,0
Lander,English,test,0
Turnock,English,test,0
Kyle,English,test,0
Marshall,English,test,0
Jones,English,test,0
Turke,English,test,0
Ralph,English,test,0
Allman,English,test,0
Nichol,English,test,0
Armitage,English,test,0
Apsley,English,test,0
Moody,English,test,0
Garvey,English,test,0
Sherriff,English,test,0
Watkinson,English,test,0
Smith,English,test,0
Lowe,English,test,0
Steward,English,test,0
Coffey,English,test,0
Ginty,English,test,0
Goulding,English,test,0
Reid,English,test,0
Dyson,English,test,0
Iggleden,English,test,0
Tomkins,English,test,0
Howarth,English,test,0
Kinder,English,test,0
Dobbin,English,test,0
Lewington,English,test,0
Wigley,English,test,0
Annan,English,test,0
Power,English,test,0
Roffey,English,test,0
Etheridge,English,test,0
Cheshire,English,test,0
Otoole,English,test,0
Luker,English,test,0
Utley,English,test,0
Farrant,English,test,0
Mcdonald,English,test,0
Said,English,test,0
Lavery,English,test,0
Tierney,English,test,0
Sayers,English,test,0
Myatt,English,test,0
Shelton,English,test,0
Edmondson,English,test,0
Fryer,English,test,0
Herron,English,test,0
Healey,English,test,0
Carpenter,English,test,0
Bower,English,test,0
Maguire,English,test,0
Carson,English,test,0
Allkins,English,test,0
Kram,English,test,0
Rawlings,English,test,0
Kinchin,English,test,0
Aldred,English,test,0
Felix,English,test,0
Alliott,English,test,0
Evenden,English,test,0
Ainley,English,test,0
Akhtar,English,test,0
Ironmonger,English,test,0
Broadley,English,test,0
Trump,English,test,0
Johnstone,English,test,0
Campbell,English,test,0
Entwistle,English,test,0
Robinson,English,test,0
Villis,English,test,0
Daniel,English,test,0
Petticrew,English,test,0
Thom,English,test,0
Luscombe,English,test,0
Flavell,English,test,0
Rochford,English,test,0
Wolstencroft,English,test,0
Woodham,English,test,0
Connolly,English,test,0
Crossland,English,test,0
Tovey,English,test,0
Underdown,English,test,0
Laycock,English,test,0
De,English,test,0
Fairhurst,English,test,0
Lambert,English,test,0
Wray,English,test,0
Corr,English,test,0
Fitzpatrick,English,test,0
Yarker,English,test,0
Trew,English,test,0
Yarnold,English,test,0
Enticott,English,test,0
Macpherson,English,test,0
Johnston,English,test,0
Ashby,English,test,0
Boland,English,test,0
Pollock,English,test,0
Jevons,English,test,0
Greenway,English,test,0
Ingham,English,test,0
Asom,English,test,0
Gell,English,test,0
Impey,English,test,0
Knigge,English,test,0
Cotterill,English,test,0
Hepples,English,test,0
Adanet,English,test,0
Lakey,English,test,0
Mcloughlin,English,test,0
Eccott,English,test,0
Penfold,English,test,0
Levin,English,test,0
Overfield,English,test,0
Levann,English,test,0
Aitchison,English,test,0
Mcewan,English,test,0
Savage,English,test,0
Kinsella,English,test,0
Goodchild,English,test,0
Fearns,English,test,0
Eldeston,English,test,0
Ellison,English,test,0
Shaughnessy,English,test,0
Kilb,English,test,0
Frith,English,test,0
Heathcote,English,test,0
Thomason,English,test,0
Macdonald,English,test,0
Mcnaught,English,test,0
Barker,English,test,0
Grosvenor,English,test,0
Snowden,English,test,0
Goldsmith,English,test,0
Isbitt,English,test,0
Keeling,English,test,0
Kempster,English,test,0
Townsend,English,test,0
Petersen,English,test,0
Davey,English,test,0
Duffield,English,test,0
Kennell,English,test,0
Tunstall,English,test,0
Fletcher,English,test,0
Curwood,English,test,0
Newall,English,test,0
More,English,test,0
Cracknell,English,test,0
Harley,English,test,0
Nicholas,English,test,0
Burman,English,test,0
Underhill,English,test,0
Lopez,English,test,0
Leach,English,test,0
Stephenson,English,test,0
Easterbrook,English,test,0
Watters,English,test,0
Fyall,English,test,0
Dalzell,English,test,0
Newell,English,test,0
Hood,English,test,0
Cunningham,English,test,0
Kirtley,English,test,0
Yeadon,English,test,0
Pitts,English,test,0
Downes,English,test,0
Rodwell,English,test,0
Chambers,English,test,0
Peck,English,test,0
Kirkby,English,test,0
Orritt,English,test,0
Oflynn,English,test,0
Perowne,English,test,0
Errington,English,test,0
Bedford,English,test,0
Cooke,English,test,0
Lang,English,test,0
Partington,English,test,0
Keetley,English,test,0
Ellerby,English,test,0
Nettleton,English,test,0
Stone,English,test,0
Alesbury,English,test,0
Guinard,English,test,0
Denton,English,test,0
Emms,English,test,0
Ball,English,test,0
Carroll,English,test,0
Thurman,English,test,0
Travere,French,train,5
Fournier,French,train,5
fontaine,French,train,5
Lémieux,French,train,5
Adam,French,train,5
Bonfils,French,train,5
Merle,French,train,5
Lefévre,French,train,5
Daviau,French,train,5
Firmin,French,train,5
Chaput,French,train,5
Armistead,French,train,5
Langlois,French,train,5
Lyon,French,train,5
Comtois,French,train,5
Pascal,French,train,5
Dubois,French,train,5
Bernard,French,train,5
Giles,French,train,5
Cornett,French,train,5
Sarkozy,French,train,5
Degarmo,French,train,5
Archambault,French,train,5
Sauvage,French,train,5
Desrochers,French,train,5
Sargent,French,train,5
Thomas,French,train,5
Pape,French,train,5
Colbert,French,train,5
Larue,French,train,5
Gagnon,French,train,5
Victor,French,train,5
Porcher,French,train,5
Masson,French,train,5
Daniau,French,train,5
Plamondon,French,train,5
Mercier,French,train,5
Fabron,French,train,5
Herbert,French,train,5
Glaisyer,French,train,5
Duchamps,French,train,5
Delacroix,French,train,5
Émile,French,train,5
Solomon,French,train,5
Boucher,French,train,5
Richard,French,train,5
Robert,French,train,5
Hardy,French,train,5
Travert,French,train,5
Sartre,French,train,5
Allard,French,train,5
Durand,French,train,5
Vipond,French,train,5
Victors,French,train,5
Villeneuve,French,train,5
Bureau,French,train,5
Vincent,French,train,5
Royer,French,train,5
Dufour,French,train,5
Poulin,French,train,5
Paquet,French,train,5
Deforest,French,train,5
Lemaire,French,train,5
Forestier,French,train,5
Paget,French,train,5
Bonnay,French,train,5
Voclain,French,train,5
Coté,French,train,5
Leclerc,French,train,5
Martin,French,train,5
Blaise,French,train,5
Paternoster,French,train,5
Deschamps,French,train,5
Langlais,French,train,5
Lachapelle,French,train,5
Rey,French,train,5
Simon,French,train,5
De,French,train,5
Rose,French,train,5
Lesauvage,French,train,5
Babineaux,French,train,5
Leblanc,French,train,5
Girard,French,train,5
Leon,French,train,5
Monette,French,train,5
Charpentier,French,train,5
Parent,French,train,5
Paquet,French,train,5
Couture,French,train,5
Poirier,French,train,5
Brisbois,French,train,5
Fabian,French,train,5
Lachance,French,train,5
pierre,French,train,5
Reyer,French,train,5
Fay,French,train,5
Cloutier,French,train,5
De,French,train,5
Perreault,French,train,5
Gardinier,French,train,5
Labelle,French,train,5
Thibault,French,train,5
Poingdestre,French,train,5
Segal,French,train,5
Bonnaire,French,train,5
Duval,French,train,5
St,French,train,5
Duguay,French,train,5
Bisset,French,train,5
Leroy,French,train,5
D'aramitz,French,train,5
St,French,train,5
Roux,French,train,5
Tobias,French,train,5
Proulx,French,train,5
Michaud,French,train,5
Coupe,French,train,5
Faucheux,French,train,5
Dufort,French,train,5
Sauveterre,French,train,5
Legrand,French,train,5
Foss,French,train,5
Sergeant,French,train,5
Baudin,French,train,5
Soucy,French,train,5
Chevrolet,French,train,5
Moreau,French,train,5
Desjardins,French,train,5
Bonheur,French,train,5
Lambert,French,train,5
Mathieu,French,train,5
Beaumont,French,train,5
Belrose,French,train,5
Traverse,French,train,5
Lyon,French,train,5
Denis,French,train,5
Granger,French,train,5
Gagne,French,train,5
Fortier,French,train,5
Thayer,French,train,5
Roy,French,train,5
Brodeur,French,train,5
Charron,French,train,5
Cousineau,French,train,5
Herriot,French,train,5
Travers,French,train,5
Joubert,French,train,5
Courtemanche,French,train,5
Tasse,French,train,5
Gagnier,French,train,5
Lamar,French,train,5
Abel,French,train,5
Roche,French,train,5
Dupond,French,train,5
Sauvageon,French,train,5
Bellerose,French,train,5
Favre,French,train,5
Dupont,French,train,5
Marie,French,train,5
Linville,French,train,5
Albert,French,val,5
Sarkozi,French,val,5
Leandres,French,val,5
Tremblay,French,val,5
Bonnet,French,val,5
Moulin,French,val,5
Béringer,French,val,5
Jordan,French,val,5
Favager,French,val,5
Blanc,French,val,5
Richelieu,French,val,5
Renaud,French,val,5
Forest,French,val,5
Salvage,French,val,5
Beauchene,French,val,5
Martel,French,val,5
Abraham,French,val,5
Noel,French,val,5
Garcon,French,val,5
Tolbert,French,val,5
Patenaude,French,val,5
martin,French,val,5
Gage,French,val,5
Parris,French,val,5
Deniau,French,val,5
Pelletier,French,val,5
Paul,French,val,5
Pettigrew,French,val,5
Tremble,French,val,5
Perrot,French,val,5
Oliver,French,val,5
Lebeau,French,val,5
Fontaine,French,val,5
Monet,French,val,5
Augustin,French,test,5
Michel,French,test,5
Lévesque,French,test,5
Marion,French,test,5
Bertrand,French,test,5
Cavey,French,test,5
Maçon,French,test,5
Martel,French,test,5
Eustis,French,test,5
Rousseau,French,test,5
Desrosiers,French,test,5
Romilly,French,test,5
Montagne,French,test,5
Mullins,French,test,5
Lefebvre,French,test,5
Sauvageot,French,test,5
Pierre,French,test,5
Hébert,French,test,5
Deniaud,French,test,5
Bonhomme,French,test,5
Lévêque,French,test,5
Savatier,French,test,5
Lavoie,French,test,5
Sauvageau,French,test,5
Bouchard,French,test,5
Janvier,French,test,5
Caron,French,test,5
sauveterre,French,test,5
Lefurgey,French,test,5
Bonner,French,test,5
Gosselin,French,test,5
Bissette,French,test,5
Palomer,French,test,5
Samson,French,test,5
Géroux,French,test,5
Schlender,German,train,16
Behrend,German,train,16
Voß,German,train,16
Richard,German,train,16
Möller,German,train,16
Everhart,German,train,16
Nussbaum,German,train,16
Kunze,German,train,16
Stieber,German,train,16
Schwenke,German,train,16
Fux,German,train,16
Bösch,German,train,16
Hoch,German,train,16
Kerwar,German,train,16
Foth,German,train,16
Brauer,German,train,16
Hasenkamp,German,train,16
Böhme,German,train,16
Martz,German,train,16
Holzer,German,train,16
Herschel,German,train,16
Schindler,German,train,16
Gerig,German,train,16
Schubert,German,train,16
Herbert,German,train,16
Busch,German,train,16
Kästner,German,train,16
Siskind,German,train,16
Freund,German,train,16
Garb,German,train,16
Martell,German,train,16
Fürst,German,train,16
Frei,German,train,16
Krantz,German,train,16
Sommer,German,train,16
Messerli,German,train,16
Wang,German,train,16
Wolff,German,train,16
Albrecht,German,train,16
Wyman,German,train,16
Kruger,German,train,16
Adam,German,train,16
Horn,German,train,16
Brandt,German,train,16
Vogts,German,train,16
Wehner,German,train,16
Weiß,German,train,16
Rapp,German,train,16
Borchard,German,train,16
Baasch,German,train,16
Oppenheimer,German,train,16
Ritter,German,train,16
Böhmer,German,train,16
Wähner,German,train,16
Schreck,German,train,16
Freudenberger,German,train,16
Lawerenz,German,train,16
Lehmann,German,train,16
Teufel,German,train,16
Schultes,German,train,16
Morgenstern,German,train,16
Hoefler,German,train,16
Brand,German,train,16
Koenigsmann,German,train,16
Wildgrube,German,train,16
Langenberg,German,train,16
Dürr,German,train,16
brandt,German,train,16
Loritz,German,train,16
Metz,German,train,16
Pawlitzki,German,train,16
Rademacher,German,train,16
Brahms,German,train,16
Habich,German,train,16
Albert,German,train,16
Oberst,German,train,16
Habicht,German,train,16
Käufer,German,train,16
Haupt,German,train,16
Schoettmer,German,train,16
Dreher,German,train,16
Wörner,German,train,16
Kirchner,German,train,16
Grosse,German,train,16
Fischer,German,train,16
Samuel,German,train,16
Rosenberger,German,train,16
Mein,German,train,16
Wirner,German,train,16
Acker,German,train,16
Kerner,German,train,16
Bocker,German,train,16
Meissner,German,train,16
Reier,German,train,16
Jund,German,train,16
Unkle,German,train,16
Wetzel,German,train,16
Neuman,German,train,16
Köhler,German,train,16
Brun,German,train,16
Baum,German,train,16
Neumann,German,train,16
Kleid,German,train,16
Tiedeman,German,train,16
Sponaugle,German,train,16
Grünewald,German,train,16
Scheer,German,train,16
Schmitt,German,train,16
Shriver,German,train,16
Hintzen,German,train,16
Kahler,German,train,16
Von,German,train,16
Moser,German,train,16
Sternberg,German,train,16
Kunkel,German,train,16
Dahl,German,train,16
Ohme,German,train,16
Stuber,German,train,16
Katz,German,train,16
Stauss,German,train,16
Werner,German,train,16
Stoppelbein,German,train,16
Strobel,German,train,16
Volk,German,train,16
Horowitz,German,train,16
Plank,German,train,16
Siekert,German,train,16
Greenberg,German,train,16
Tobias,German,train,16
Buhr,German,train,16
Hirsch,German,train,16
Gensch,German,train,16
Egger,German,train,16
Armbruster,German,train,16
Gass,German,train,16
Jollenbeck,German,train,16
Kock,German,train,16
Rot,German,train,16
Mendel,German,train,16
Schulz,German,train,16
Baumgartner,German,train,16
Mann,German,train,16
Eichel,German,train,16
Hofmann,German,train,16
Huber,German,train,16
Weiner,German,train,16
Schenck,German,train,16
Wirth,German,train,16
Maus,German,train,16
Holtzer,German,train,16
Kuntz,German,train,16
Lafrentz,German,train,16
Sheinfeld,German,train,16
Schuster,German,train,16
Tritten,German,train,16
Pfaff,German,train,16
Paul,German,train,16
Hasek,German,train,16
Messner,German,train,16
Koenig,German,train,16
Siegel,German,train,16
Fried,German,train,16
Fromm,German,train,16
Vogel,German,train,16
Schmidt,German,train,16
Simen,German,train,16
Dresdner,German,train,16
Leverenz,German,train,16
Kiefer,German,train,16
Langer,German,train,16
Reiter,German,train,16
Königsmann,German,train,16
Schultheiss,German,train,16
Stark,German,train,16
Sitz,German,train,16
Tolkien,German,train,16
Sauber,German,train,16
Schröder,German,train,16
Schlimme,German,train,16
Blumstein,German,train,16
Peter,German,train,16
Linden,German,train,16
Ott,German,train,16
Metz,German,train,16
Meisner,German,train,16
Kunkle,German,train,16
Koch,German,train,16
Hinrichs,German,train,16
Vonnegut,German,train,16
Gotti,German,train,16
Hüber,German,train,16
Switzer,German,train,16
Hildebrand,German,train,16
Junge,German,train,16
Garber,German,train,16
Derrick,German,train,16
Blumenthal,German,train,16
Tschida,German,train,16
Gabler,German,train,16
Geissler,German,train,16
Rettig,German,train,16
Lichtenberg,German,train,16
Knopf,German,train,16
Von,German,train,16
Senft,German,train,16
Maurer,German,train,16
Aust,German,train,16
Sonnen,German,train,16
Brune,German,train,16
Gott,German,train,16
Köhl,German,train,16
Fenstermacher,German,train,16
Tresler,German,train,16
Krüger,German,train,16
Bumgarner,German,train,16
Kopp,German,train,16
Schulte,German,train,16
Zilberschlag,German,train,16
Simmon,German,train,16
Papp,German,train,16
Riese,German,train,16
Seelenfreund,German,train,16
Burgstaller,German,train,16
Duerr,German,train,16
Schultheiß,German,train,16
Simons,German,train,16
Meyer,German,train,16
Geisler,German,train,16
Pfenning,German,train,16
Groß,German,train,16
Knepp,German,train,16
Bretz,German,train,16
Kalbfleisch,German,train,16
Reuter,German,train,16
Fertig,German,train,16
Kraus,German,train,16
Mandel,German,train,16
Schräder,German,train,16
Schwinghammer,German,train,16
Voigt,German,train,16
Sommer,German,train,16
Hartmann,German,train,16
Gottschalk,German,train,16
Waldfogel,German,train,16
Größel,German,train,16
Kaiser,German,train,16
Breitbarth,German,train,16
Huffmann,German,train,16
ingersleben,German,train,16
Spannagel,German,train,16
Giehl,German,train,16
Baumbach,German,train,16
Blau,German,train,16
Fuchs,German,train,16
Ingersleben,German,train,16
Weiman,German,train,16
Gwerder,German,train,16
Huffman,German,train,16
Freud,German,train,16
Mohren,German,train,16
Eberhardt,German,train,16
Schuhmacher,German,train,16
Schult,German,train,16
Benn,German,train,16
Becke,German,train,16
Heidrich,German,train,16
Portner,German,train,16
Paulis,German,train,16
Bruhn,German,train,16
Große,German,train,16
Raskob,German,train,16
Essert,German,train,16
Steube,German,train,16
Behrends,German,train,16
Dreschner,German,train,16
Weiss,German,train,16
West,German,train,16
Papke,German,train,16
Berger,German,train,16
Schuttmann,German,train,16
Kaspar,German,train,16
Havener,German,train,16
Mueller,German,train,16
Wernher,German,train,16
Holzmann,German,train,16
Rosenberg,German,train,16
Leitzke,German,train,16
Hofer,German,train,16
Fiedler,German,train,16
Schröter,German,train,16
Hass,German,train,16
Regenbogen,German,train,16
Althaus,German,train,16
Kohler,German,train,16
Krämer,German,train,16
Böhler,German,train,16
Abeln,German,train,16
Martin,German,train,16
Höfler,German,train,16
Beyer,German,train,16
Abt,German,train,16
Hahn,German,train,16
Seidel,German,train,16
Böttcher,German,train,16
Schneider,German,train,16
Knopp,German,train,16
Schultze,German,train,16
Feigenbaum,German,train,16
Hertz,German,train,16
Vogt,German,train,16
Böhm,German,train,16
Fuhrmann,German,train,16
Schnur,German,train,16
Ludwig,German,train,16
tonder,German,train,16
Walther,German,train,16
Steinmann,German,train,16
Saller,German,train,16
Müller,German,train,16
Brinkerhoff,German,train,16
Achilles,German,train,16
Dressler,German,train,16
Bauer,German,train,16
Küchler,German,train,16
Heinrichs,German,train,16
Feldt,German,train,16
Beringer,German,train,16
Winter,German,train,16
Armbrüster,German,train,16
Tangeman,German,train,16
Leitner,German,train,16
Heinrich,German,train,16
Artz,German,train,16
Löwe,German,train,16
Geiszler,German,train,16
Jans,German,train,16
Geiger,German,train,16
Amsel,German,train,16
Boehler,German,train,16
Bischoffs,German,train,16
Vann,German,train,16
Hoffmann,German,train,16
Schroeder,German,train,16
Klein,German,train,16
Schirmer,German,train,16
Wiegand,German,train,16
Wirnhier,German,train,16
Sturm,German,train,16
Kaufman,German,train,16
Maas,German,train,16
Jordan,German,train,16
Krauss,German,train,16
Wetterman,German,train,16
Schumacher,German,train,16
Andres,German,train,16
Krebs,German,train,16
Janz,German,train,16
Wexler,German,train,16
Dirchs,German,train,16
Breisacher,German,train,16
Schuchard,German,train,16
Melsbach,German,train,16
Rademaker,German,train,16
Salzwedel,German,train,16
Stenger,German,train,16
Kaube,German,train,16
Autenburg,German,train,16
Groos,German,train,16
Gerst,German,train,16
Bähr,German,train,16
Aeschelman,German,train,16
Meier,German,train,16
Schreier,German,train,16
Voll,German,train,16
Schmitz,German,train,16
Bohn,German,train,16
wegberg,German,train,16
Wägner,German,train,16
Lauritz,German,train,16
Otto,German,train,16
Schröder,German,train,16
Kerwer,German,train,16
Sander,German,train,16
Schroeter,German,train,16
Kundert,German,train,16
Aue,German,train,16
Herrmann,German,train,16
Falkenrath,German,train,16
Grosz,German,train,16
Foerstner,German,train,16
Larenz,German,train,16
Goebel,German,train,16
Roth,German,train,16
Luther,German,train,16
Auer,German,train,16
Sorg,German,train,16
Protz,German,train,16
Schuhart,German,train,16
Wechsler,German,train,16
Brodbeck,German,train,16
Schermer,German,train,16
Schwangau,German,train,16
Wruck,German,train,16
Faerber,German,val,16
Wahner,German,val,16
Lafrenz,German,val,16
Heintze,German,val,16
Von,German,val,16
Kron,German,val,16
Denzel,German,val,16
Pahlke,German,val,16
Lewerenz,German,val,16
Falk,German,val,16
Hauer,German,val,16
Porsche,German,val,16
Gaertner,German,val,16
Sachs,German,val,16
Laberenz,German,val,16
Engel,German,val,16
Wehunt,German,val,16
Abel,German,val,16
Michel,German,val,16
Hutmacher,German,val,16
Voss,German,val,16
Glöckner,German,val,16
Giese,German,val,16
Krauß,German,val,16
Schwarzenegger,German,val,16
König,German,val,16
Kistler,German,val,16
Braun,German,val,16
Brose,German,val,16
Raskop,German,val,16
Marquerink,German,val,16
Baumann,German,val,16
Dohman,German,val,16
Bäcker,German,val,16
Friedrich,German,val,16
Mendelssohn,German,val,16
Houk,German,val,16
Boesch,German,val,16
Rothschild,German,val,16
Sorge,German,val,16
Keller,German,val,16
Pletcher,German,val,16
Swango,German,val,16
Siegel,German,val,16
Voigts,German,val,16
Hofmeister,German,val,16
Bieber,German,val,16
Stoppelbein,German,val,16
Nussenbaum,German,val,16
Kauffmann,German,val,16
Brotz,German,val,16
Schuchert,German,val,16
Slusser,German,val,16
Senft,German,val,16
Gerhardt,German,val,16
Schäfer,German,val,16
Drechsler,German,val,16
Frank,German,val,16
Gehring,German,val,16
Breiner,German,val,16
Hermann,German,val,16
Schwarz,German,val,16
Haber,German,val,16
Spellmeyer,German,val,16
Gerver,German,val,16
Best,German,val,16
Mas,German,val,16
Bachmeier,German,val,16
Wolter,German,val,16
Gunther,German,val,16
Landau,German,val,16
Tifft,German,val,16
Wieck,German,val,16
Kassmeyer,German,val,16
Enns,German,val,16
Garver,German,val,16
Hoover,German,val,16
Trumbauer,German,val,16
Wagner,German,val,16
Muhlfeld,German,val,16
Strand,German,val,16
Günther,German,val,16
Krüger,German,val,16
Von,German,val,16
Stumpf,German,val,16
Karl,German,val,16
Braune,German,test,16
Bergfalk,German,test,16
Silverstein,German,test,16
Bauers,German,test,16
Carver,German,test,16
Leitz,German,test,16
Hellewege,German,test,16
Messmann,German,test,16
Oelberg,German,test,16
Oliver,German,test,16
Sommer,German,test,16
Hoffman,German,test,16
Kraemer,German,test,16
Mayer,German,test,16
Schulze,German,test,16
Beltz,German,test,16
Bayer,German,test,16
Stueck,German,test,16
Unterbrink,German,test,16
Hafner,German,test,16
Holzknecht,German,test,16
Lohrenz,German,test,16
Ebner,German,test,16
Aleshite,German,test,16
Cline,German,test,16
Grosser,German,test,16
Blecher,German,test,16
Winther,German,test,16
Eckstein,German,test,16
Bader,German,test,16
Kröger,German,test,16
Jäger,German,test,16
Hausler,German,test,16
Dieter,German,test,16
Simon,German,test,16
Schmeling,German,test,16
Rier,German,test,16
Lawrenz,German,test,16
Wegener,German,test,16
Achterberg,German,test,16
Haase,German,test,16
Schmid,German,test,16
Schultz,German,test,16
Weber,German,test,16
Gutermuth,German,test,16
Fleischer,German,test,16
Augustin,German,test,16
Kistner,German,test,16
Reuter,German,test,16
Wirt,German,test,16
Adlersflügel,German,test,16
Lange,German,test,16
Rothenberg,German,test,16
Gottlieb,German,test,16
Warner,German,test,16
Aleshire,German,test,16
Gorman,German,test,16
Adler,German,test,16
Messer,German,test,16
Siemon,German,test,16
Schnoor,German,test,16
Abbing,German,test,16
Walkenhorst,German,test,16
Kiefer,German,test,16
Sitz,German,test,16
Peters,German,test,16
Kneller,German,test,16
Unruh,German,test,16
Nuremberg,German,test,16
Großer,German,test,16
Kohl,German,test,16
Lorenzen,German,test,16
Steffen,German,test,16
Meindl,German,test,16
Jaeger,German,test,16
Solberg,German,test,16
Dunst,German,test,16
Marquardt,German,test,16
Steen,German,test,16
Schuchardt,German,test,16
Reiher,German,test,16
Harman,German,test,16
Paternoster,German,test,16
Waxweiler,German,test,16
Hase,German,test,16
Adenauer,German,test,16
Beyersdorf,German,test,16
Comino,Greek,train,10
Lolos,Greek,train,10
Glynatsis,Greek,train,10
Kolovos,Greek,train,10
Antimisiaris,Greek,train,10
Maneates,Greek,train,10
Hagias,Greek,train,10
Theofilopoulos,Greek,train,10
Diakogeorgiou,Greek,train,10
Kyritsis,Greek,train,10
Petrakis,Greek,train,10
Kosmas,Greek,train,10
Antonopoulos,Greek,train,10
Antonakos,Greek,train,10
Kotsilimbas,Greek,train,10
Paitakes,Greek,train,10
Papageorge,Greek,train,10
Tableriou,Greek,train,10
Geracimos,Greek,train,10
Batsakis,Greek,train,10
Nomikos,Greek,train,10
Gomatos,Greek,train,10
Taflambas,Greek,train,10
Laganas,Greek,train,10
Antipas,Greek,train,10
Papadelias,Greek,train,10
Demas,Greek,train,10
Dertilis,Greek,train,10
Rigatos,Greek,train,10
Vourlis,Greek,train,10
Adamidis,Greek,train,10
Papadopulos,Greek,train,10
Stamatelos,Greek,train,10
Horiatis,Greek,train,10
Sardelis,Greek,train,10
Sotiris,Greek,train,10
Close,Greek,train,10
Letsos,Greek,train,10
Arvanitoyannis,Greek,train,10
Danas,Greek,train,10
Grammatakakis,Greek,train,10
Polites,Greek,train,10
Malihoudis,Greek,train,10
Ruvelas,Greek,train,10
Close,Greek,train,10
Paraskos,Greek,train,10
Totolos,Greek,train,10
Georgeakopoulos,Greek,train,10
Kouches,Greek,train,10
Eliopoulos,Greek,train,10
Kourempes,Greek,train,10
Kalakos,Greek,train,10
Galanopoulos,Greek,train,10
Vassilopulos,Greek,train,10
Chrysanthopoulos,Greek,train,10
Kouretas,Greek,train,10
Sklavenitis,Greek,train,10
Phocas,Greek,train,10
Lillis,Greek,train,10
Koustoubos,Greek,train,10
Kefalas,Greek,train,10
Nikolaou,Greek,train,10
Belesis,Greek,train,10
Manos,Greek,train,10
Karnoupakis,Greek,train,10
Tsoumada,Greek,train,10
Stroggylis,Greek,train,10
Dounias,Greek,train,10
Kreskas,Greek,train,10
Paloumbas,Greek,train,10
Alexandropoulos,Greek,train,10
Sakellariou,Greek,train,10
Milionis,Greek,train,10
Angelopoulos,Greek,train,10
Patselas,Greek,train,10
Sortras,Greek,train,10
Paraskevopoulos,Greek,train,10
Giannakopoulos,Greek,train,10
Chellos,Greek,train,10
Zaloumi,Greek,train,10
Demarchis,Greek,train,10
Kapsimalles,Greek,train,10
Pappayiorgas,Greek,train,10
Manoukarakis,Greek,train,10
Protopsaltis,Greek,train,10
Demetrious,Greek,train,10
Tsahalis,Greek,train,10
Tselios,Greek,train,10
Calogerakis,Greek,train,10
Christakos,Greek,train,10
Rallis,Greek,train,10
Pantelakos,Greek,train,10
Forakis,Greek,train,10
Zouvelekis,Greek,train,10
Makricosta,Greek,train,10
Tassioglou,Greek,train,10
Missiakos,Greek,train,10
Poniros,Greek,train,10
Pezos,Greek,train,10
Strilakos,Greek,train,10
Tsogas,Greek,train,10
Giannakos,Greek,train,10
Kaloxylos,Greek,train,10
Spyridis,Greek,train,10
Close,Greek,train,10
Avgerinos,Greek,train,10
Vlahos,Greek,train,10
Bursinos,Greek,train,10
Panayiotopoulos,Greek,train,10
Tourna,Greek,val,10
Gianakopulos,Greek,val,10
Kokkali,Greek,val,10
Polymenakou,Greek,val,10
Dritsas,Greek,val,10
Egonidis,Greek,val,10
Demakis,Greek,val,10
Close,Greek,val,10
Katsourinis,Greek,val,10
Michalaras,Greek,val,10
Fotopoulos,Greek,val,10
Petimezas,Greek,val,10
Metrofanis,Greek,val,10
Anetakis,Greek,val,10
Liatos,Greek,val,10
Koulaxizis,Greek,val,10
Chrysanthopoulos,Greek,val,10
Close,Greek,val,10
Christodoulou,Greek,val,10
Xydis,Greek,val,10
Kringos,Greek,val,10
Karahalios,Greek,val,10
Bouloukos,Greek,val,10
Haritopoulos,Greek,test,10
Vamvakidis,Greek,test,10
Mersinias,Greek,test,10
Stamatas,Greek,test,10
Close,Greek,test,10
Agelakos,Greek,test,10
Karameros,Greek,test,10
Fourakis,Greek,test,10
Pispinis,Greek,test,10
Kalogeria,Greek,test,10
Vassilikos,Greek,test,10
Dasios,Greek,test,10
Koutsoubos,Greek,test,10
Kokoris,Greek,test,10
Mentis,Greek,test,10
Akrivopoulos,Greek,test,10
Dalianis,Greek,test,10
Panoulias,Greek,test,10
Brisimitzakis,Greek,test,10
Banos,Greek,test,10
Papoutsis,Greek,test,10
Pefanis,Greek,test,10
Pantelas,Greek,test,10
Kanavos,Greek,test,10
Ceallachan,Irish,train,3
Ahearn,Irish,train,3
O'Byrne,Irish,train,3
Cathain,Irish,train,3
Kelly,Irish,train,3
Riain,Irish,train,3
Macclelland,Irish,train,3
Bradan,Irish,train,3
Tadhg,Irish,train,3
O'Donnell,Irish,train,3
Cormac,Irish,train,3
O'Shea,Irish,train,3
Quigley,Irish,train,3
Farrell,Irish,train,3
O'Hannigain,Irish,train,3
Treasach,Irish,train,3
Niall,Irish,train,3
Gerald,Irish,train,3
Braden,Irish,train,3
O'Neal,Irish,train,3
Monahan,Irish,train,3
Mochan,Irish,train,3
